,date,comment,counter,title,description,link
70,20160513,* Lachen *,3,Abstimmungs-Arena: Service-Public-Initiative,"Managerlöhne bei Post, SBB und Swisscom sollen gekürzt werden. Dies fordert die Service-Public-Initiative. Ausserdem dürften die bundesnahen Betriebe im Bereich der Grundversorgung keinen Gewinn mehr machen. Würde dies den Service public stärken – oder ruinieren?",https://www.srf.ch/sendungen/arena/abstimmungs-arena-service-public-initiative
71,20160506,* Sie sprechen durcheinander. *,3,Abstimmungs-Arena: Milchkuh-Initiative,"Mehr Geld für die Strasse – das will die sogenannte «Milchkuh-Initiative». Das führe zu weniger Stau und flüssigerem Verkehr, sagen die Befürworter. Das stimmt nicht, sagen die Gegner: Mehr Strassen führe lediglich zu noch mehr Verkehr – und ausserdem drohe bei einem Ja ein Loch in der Bundeskasse.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-milchkuh-initiative
72,20170303,* Sie sprechen durcheinander. *,3,Rentenreform auf der Kippe?,"Es braucht eine Rentenreform – darin sind sich fast alle Politiker einig. Der Grund: Wir leben immer länger, die aktive Generation zahlt für immer mehr Ältere. Nur: Wie soll die Reform aussehen? Und: Wie kann das Stimmvolk davon überzeugt werden, dass es mehr für seine Vorsorge zahlen soll?",https://www.srf.ch/sendungen/arena/rentenreform-auf-der-kippe
73,20170310,* Signalton *,3,Sollte die nicht bei den Kindern sein?,"Wieso ist die nicht bei ihren Kindern? Das hören viele Frauen, die wie Christa Rigozzi bald nach der Geburt wieder arbeiten. Zum Frauentag fragt die «Arena»: Sind Frauen heute gleichberechtigt? Wieso gibt es so wenige Chefinnen? Und umgekehrt: Hat nicht auch die traditionelle Familie ihre Vorteile?",https://www.srf.ch/sendungen/arena/sollte-die-nicht-bei-den-kindern-sein
74,20160506,* Lachen *,3,Abstimmungs-Arena: Milchkuh-Initiative,"Mehr Geld für die Strasse – das will die sogenannte «Milchkuh-Initiative». Das führe zu weniger Stau und flüssigerem Verkehr, sagen die Befürworter. Das stimmt nicht, sagen die Gegner: Mehr Strassen führe lediglich zu noch mehr Verkehr – und ausserdem drohe bei einem Ja ein Loch in der Bundeskasse.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-milchkuh-initiative
75,20190208,* Applaus *,3,Heidis Heimatland?,"Es ist Wahljahr – und die Frage stellt sich akuter denn je. Wer sind wir? Ist die Schweiz die Nation der Alphörner und Cervelats, eine Nation mit christlicher Leitkultur? Oder sind wir ein Kleinstaat, dessen Erfolg seit jeher von Offenheit und Austausch geprägt war?",https://www.srf.ch/sendungen/arena/heidis-heimatland
76,20160930,* Sie sprechen durcheinander. *,3,Rentenreform 2020: Rettung oder Reinfall?,"Die Zukunft unserer Renten – darüber debattiert der Nationalrat heftig. Wird es künftig weniger Rente geben? Oder müssen allfällige Kürzungen anderswo kompensiert werden, damit Rentner auch weiterhin gleich viel im Portemonnaie haben wie bisher?",https://www.srf.ch/sendungen/arena/rentenreform-2020-rettung-oder-reinfall
77,20171124,* Signalton *,3,Schweiz und EU – 25 Jahre nach dem EWR-Nein,Trotz der freundlichen Worte von EU-Kommissionspräsident Jean-Claude Juncker: Auch 25 Jahre nach dem EWR-Nein ist unser Verhältnis zur EU schwierig. Nun steigen die damaligen Kontrahenten Christoph Blocher und Franz Steinegger nochmals in den Ring.,https://www.srf.ch/sendungen/arena/schweiz-und-eu-25-jahre-nach-dem-ewr-nein
78,20160415,* Applaus *,3,Der Notfallplan - müssen wir uns gegen die Flüchtlinge wehren?,"Die Balkanroute ist zu, die Flüchtlingsroute übers Mittelmeer nach Italien rückt wieder in den Fokus. Österreich schliesst die Grenze – und Frankreich könnte erneut dasselbe tun. Übrig bleibt als Ziel: die Schweiz. Was erwartet uns diesen Sommer?",https://www.srf.ch/sendungen/arena/der-notfallplan-muessen-wir-uns-gegen-die-fluechtlinge-wehren
79,20160408,* Applaus *,3,Schweiz ohne Gott?,Zwei muslimische Schüler wollen ihrer Lehrerin aus religiösen Gründen die Hand nicht geben. Ist das die Spitze des Eisberges eines Integrationsproblems oder nur ein Einzelfall? Und: Hat Religion überhaupt etwas an den Schulen verloren?,https://www.srf.ch/sendungen/arena/schweiz-ohne-gott
80,20180622,* Applaus *,3,SRG und Private – wer profitiert vom neuen Mediengesetz?,Wie weiter mit den Schweizer Medien? Drei Monate nach «No Billag» flammt diese Diskussion wieder auf. Wofür sollen wir in Zukunft Gebühren zahlen? Muss die SRG sich verändern? Und: Wie bedroht sind Qualität und Meinungsvielfalt in der Presse?,https://www.srf.ch/sendungen/arena/srg-und-private-wer-profitiert-vom-neuen-mediengesetz
81,20161014,* Applaus *,3,"Jobs weg, Freiheit weg – globalisieren wir die Schweiz kaputt?",Neue globale Handelsabkommen wie TTIP sollen die Wirtschaft auf Touren bringen. Aber würden sie das wirklich – oder schaden sie eher den Konsumenten? Und: Bedrohen die neuartigen Abkommen sogar unsere Demokratie?,https://www.srf.ch/sendungen/arena/jobs-weg-freiheit-weg-globalisieren-wir-die-schweiz-kaputt
82,20190215,* Lachen *,3,Alle Macht den Alten?,"Jahr für Jahr werden wir älter – und zwar nicht nur jede und jeder Einzelne von uns, sondern auch die Schweiz insgesamt. Wo profitieren wir von den älteren Generationen, und wo entwickeln sich Spannungen? Werden die Jungen künftig überstimmt? Werden sie bei der Rente sogar betrogen?",https://www.srf.ch/sendungen/arena/alle-macht-den-alten
83,20180518,* Lachen *,3,Sollen Tamynique heiraten dürfen?,"Auch homosexuelle Paare in der Schweiz sollen ein Recht auf die Ehe haben, findet die GLP. Was spricht für, was gegen die «Ehe für alle»? Gegner argumentieren, dass als nächstes das Recht auf Adoption für homosexuelle Paare gefordert wird - und dann die Leihmutterschaft. Ginge das zu weit?",https://www.srf.ch/sendungen/arena/sollen-tamynique-heiraten-duerfen
84,20170421,* Sie sprechen durcheinander. *,3,Ü50 - chancenlos?,"Den Job zu verlieren – der Albtraum jedes Arbeitnehmenden. Eine Altersgruppe trifft es besonders hart: Arbeitslose über 50 finden kaum mehr eine neue Stelle. Weshalb verzichten Firmen auf erfahrene Arbeitskräfte? Und: Was müssen Betroffene machen, um wieder attraktiver für die Unternehmen zu werden?",https://www.srf.ch/sendungen/arena/ue50-chancenlos
85,20171110,* Lachen *,3,Kampf um die Jets – Bundesrat Parmelin in der Arena,Neue Kampfjets – dafür will der Bundesrat bis zu 8 Milliarden Franken ausgeben. Doch braucht die Schweiz überhaupt eine Luftwaffe? Und: Muss sie so teuer sein? Nun steigt Bundesrat Parmelin selber in den Ring und verteidigt in der «Arena» seine 8-Milliarden-Luftwaffe.,https://www.srf.ch/sendungen/arena/kampf-um-die-jets-bundesrat-parmelin-in-der-arena
86,20161125,* Signalton *,3,Vergoldete Bauern?,"Die Schweiz spart – und das erfolgreich: bei den Ausgaben für Bildung, Entwicklungshilfe, selbst bei der Armee. Die Bauern aber blieben etwa in der Sparrunde vom letzten Dezember verschont. Ist das richtig, weil die Bauern zu unserer Tradition gehören? Oder müssten auch sie vermehrt Federn lassen?",https://www.srf.ch/sendungen/arena/vergoldete-bauern
87,20180323,* Sie sprechen durcheinander. *,3,Sparen bei den Schwächsten?,Die Schraube anziehen bei den Armen – das wollen viele Kantone und der Nationalrat. Sozialhilfe und Ergänzungsleistungen sind unter Druck. Zu Recht? Sind wir zu grosszügig? Oder reicht die staatliche Unterstützung heute schon kaum zum Leben?,https://www.srf.ch/sendungen/arena/sparen-bei-den-schwaechsten
88,20160610,* Signalton *,3,Frauen am Herd?,"Wieso bleiben so viele gut ausgebildete Frauen am Herd, sobald sie Kinder bekommen? Liegt es daran, dass Familie und Beruf kaum vereinbar sind? Oder liegt es vielleicht doch an den natürlichen Unterschieden zwischen Mann und Frau?",https://www.srf.ch/sendungen/arena/frauen-am-herd
89,20171006,* Lachen *,3,Burka – da sehen wir schwarz!,"Die Burka gibt zu reden. In Österreich ist sie schon illegal, nun will eine Initiative ein generelles Verhüllungsverbot auch in der Schweiz in die Verfassung schreiben. Gegner der Vorlage sprechen von einem Scheinproblem: Bei uns gebe es schlicht keine Burkas. Wer hat Recht?",https://www.srf.ch/sendungen/arena/burka-da-sehen-wir-schwarz
90,20161118,* Signalton *,3,Kapitalismus oder Klassenkampf?,"Trump gewinnt, Europa rutscht nach rechts. Aber was sind die Rezepte der Linken dagegen? Die SP Schweiz und ihr Präsident Christian Levrat reagieren mit Kapitalismus-Kritik: Mehr soziale Gerechtigkeit sei die Lösung, finden sie.",https://www.srf.ch/sendungen/arena/kapitalismus-oder-klassenkampf
91,20160610,* Applaus *,3,Frauen am Herd?,"Wieso bleiben so viele gut ausgebildete Frauen am Herd, sobald sie Kinder bekommen? Liegt es daran, dass Familie und Beruf kaum vereinbar sind? Oder liegt es vielleicht doch an den natürlichen Unterschieden zwischen Mann und Frau?",https://www.srf.ch/sendungen/arena/frauen-am-herd
92,20180928,* Signalton *,3,Doppelrücktritt – Bremse fürs EU-Dossier?,Bundesrat Johann Schneider-Ammann tritt zurück! Bundesrätin Doris Leuthard tritt zurück! Bundesbern ist in einer turbulenten Phase. Gibt es am Freitag trotzdem einen wegweisenden Entscheid zum Rahmenabkommen? Oder sind damit die Verhandlungen mit der EU langfristig blockiert?,https://www.srf.ch/sendungen/arena/doppelruecktritt-bremse-fuers-eu-dossier
93,20161118,* Lachen *,3,Kapitalismus oder Klassenkampf?,"Trump gewinnt, Europa rutscht nach rechts. Aber was sind die Rezepte der Linken dagegen? Die SP Schweiz und ihr Präsident Christian Levrat reagieren mit Kapitalismus-Kritik: Mehr soziale Gerechtigkeit sei die Lösung, finden sie.",https://www.srf.ch/sendungen/arena/kapitalismus-oder-klassenkampf
94,20160902,* Sie sprechen durcheinander. *,3,Abstimmungs-Arena: Initiative Grüne Wirtschaft,"Einen ökologischen Fussabdruck von einer Erde: Das fordert die Initiative «Grüne Wirtschaft». Und: Das Ziel soll bis 2050 erreicht sein. Zu schnell und zu viel, monieren die Gegner. Ausserdem leisteten die Wirtschaft und die Schweiz heute schon gute Arbeit in Sachen Umweltschutz.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-initiative-gruene-wirtschaft
95,20160617,* Lachen *,3,Gut genug für den Schweizer Pass?,"Die Schweiz hat europaweit eines der strengsten Einbürgerungsregimes. Was erwarten wir von Ausländern, die eingebürgert werden wollen? Sind die Hürden zum Pass heute zu hoch? Oder bürgert die Schweiz Ausländer zu schnell und zu unkritisch ein?",https://www.srf.ch/sendungen/arena/gut-genug-fuer-den-schweizer-pass
96,20180119,* Lachen *,3,«Abstimmungsarena»: Finanzordnung 2021,"Darf der Bund weiterhin Steuern erheben? Ja, sagt das Parlament einstimmig. Von links bis rechts sind sich alle einig: Der Bund soll weiterhin die direkte Bundes- und die Mehrwertsteuer einziehen, um seine Aufgaben wahrzunehmen. Nur: Ist das gut so? Oder gehören diese Steuern abgeschafft?",https://www.srf.ch/sendungen/arena/abstimmungsarena-finanzordnung-2021
97,20171027,* Signalton *,2,Rente - nun erst mit 70?,"Bundesrat Berset lädt die Gewinner und die Verlierer der Abstimmung zur Altersvorsorge 2020 an den runden Tisch. Das Ziel: eine neue Reform, denn die ist dringend notwendig. Aber wie soll diese aussehen, damit sie vor dem Stimmvolk besteht? Und: Müssen wir bald viel länger arbeiten?",https://www.srf.ch/sendungen/arena/rente-nun-erst-mit-70
98,20171208,* Sie sprechen durcheinander. *,2,Was stoppt Terroristen?,Weihnachtsmärkte in der Schweiz setzen dieses Jahr auf Betonblöcke: Sie sollen Terroristen abhalten. Doch kann man so einen Anschlag wirklich verhindern? Laut Nachrichtendienst gibt es immer mehr gefährliche Risikopersonen in der Schweiz. Wie können wir uns schützen?,https://www.srf.ch/sendungen/arena/was-stoppt-terroristen
99,20171103,* Sie sprechen durcheinander. *,2,No Billag - Ja oder Nein?,"Ist die SRG, wie wir sie kennen, bald Geschichte – und viele private Radio- und Fernsehstationen auch? «No Billag» fordert die Abschaffung aller Radio- und TV-Gebühren. Es gäbe nur noch kommerzielle Sender in der Schweiz. Was spricht dafür? Was spricht dagegen?",https://www.srf.ch/sendungen/arena/no-billag-ja-oder-nein
100,20171006,* Applaus *,2,Burka – da sehen wir schwarz!,"Die Burka gibt zu reden. In Österreich ist sie schon illegal, nun will eine Initiative ein generelles Verhüllungsverbot auch in der Schweiz in die Verfassung schreiben. Gegner der Vorlage sprechen von einem Scheinproblem: Bei uns gebe es schlicht keine Burkas. Wer hat Recht?",https://www.srf.ch/sendungen/arena/burka-da-sehen-wir-schwarz
101,20171201,* Lachen *,2,Impf oder stirb?,"Die Grippezeit steht kurz bevor. Sollte man sich deshalb gegen die Grippe impfen lassen – oder ist die Grippeimpfung unnötig? Und was ist mit gefährlicheren Krankheiten wie Starrkrampf oder Kinderlähmung? Ärzte, Fachleute und Impfgegner stehen in der «Arena».",https://www.srf.ch/sendungen/arena/impf-oder-stirb
102,20171020,* Signalton *,2,Ungebremste Mobilität,"Stau auf den Strassen, verspätete Züge, vollgestopfte Trams. Es wird eng auf Strasse und Schiene. In der Schweiz nimmt die Mobilität seit Jahren zu. Wie lange noch kann unsere Verkehrsinfrastruktur dem standhalten? Und: Hat es in der Schweiz überhaupt Platz für mehr Strassen und längere Zugperrons?",https://www.srf.ch/sendungen/arena/ungebremste-mobilitaet
103,20180309,* Buzzer *,2,Blocher – auf zum letzten Gefecht!,"Nun geht es Schlag auf Schlag: Am Montag präsentierte der Bundesrat seine Pläne zur Europapolitik – und erhielt viel Applaus aus Wirtschaft und Politik. Am Dienstag verkündete Christoph Blocher, sich ganz auf den Kampf dagegen zu konzentrieren.",https://www.srf.ch/sendungen/arena/blocher-auf-zum-letzten-gefecht
104,20171208,* Applaus *,2,Was stoppt Terroristen?,Weihnachtsmärkte in der Schweiz setzen dieses Jahr auf Betonblöcke: Sie sollen Terroristen abhalten. Doch kann man so einen Anschlag wirklich verhindern? Laut Nachrichtendienst gibt es immer mehr gefährliche Risikopersonen in der Schweiz. Wie können wir uns schützen?,https://www.srf.ch/sendungen/arena/was-stoppt-terroristen
105,20171124,* Applaus *,2,Schweiz und EU – 25 Jahre nach dem EWR-Nein,Trotz der freundlichen Worte von EU-Kommissionspräsident Jean-Claude Juncker: Auch 25 Jahre nach dem EWR-Nein ist unser Verhältnis zur EU schwierig. Nun steigen die damaligen Kontrahenten Christoph Blocher und Franz Steinegger nochmals in den Ring.,https://www.srf.ch/sendungen/arena/schweiz-und-eu-25-jahre-nach-dem-ewr-nein
106,20171201,* Applaus *,2,Impf oder stirb?,"Die Grippezeit steht kurz bevor. Sollte man sich deshalb gegen die Grippe impfen lassen – oder ist die Grippeimpfung unnötig? Und was ist mit gefährlicheren Krankheiten wie Starrkrampf oder Kinderlähmung? Ärzte, Fachleute und Impfgegner stehen in der «Arena».",https://www.srf.ch/sendungen/arena/impf-oder-stirb
107,20171103,* Applaus *,2,No Billag - Ja oder Nein?,"Ist die SRG, wie wir sie kennen, bald Geschichte – und viele private Radio- und Fernsehstationen auch? «No Billag» fordert die Abschaffung aller Radio- und TV-Gebühren. Es gäbe nur noch kommerzielle Sender in der Schweiz. Was spricht dafür? Was spricht dagegen?",https://www.srf.ch/sendungen/arena/no-billag-ja-oder-nein
108,20180323,* Seufzer *,2,Sparen bei den Schwächsten?,Die Schraube anziehen bei den Armen – das wollen viele Kantone und der Nationalrat. Sozialhilfe und Ergänzungsleistungen sind unter Druck. Zu Recht? Sind wir zu grosszügig? Oder reicht die staatliche Unterstützung heute schon kaum zum Leben?,https://www.srf.ch/sendungen/arena/sparen-bei-den-schwaechsten
109,20180504,* Sie sprechen durcheinander. *,2,EU-Debatte – die Wirtschaft erwacht,"Der Bundesrat will es, fast alle Parteien wollen es und nun will es auch die Wirtschaft – ein Rahmenabkommen mit der EU. Gleichzeitig warnen die Gewerkschaften vor Billigarbeitern aus der EU und drohen mit Opposition. Wem nützt das Rahmenabkommen – und was kostet es?",https://www.srf.ch/sendungen/arena/eu-debatte-die-wirtschaft-erwacht
110,20171103,* Lachen *,2,No Billag - Ja oder Nein?,"Ist die SRG, wie wir sie kennen, bald Geschichte – und viele private Radio- und Fernsehstationen auch? «No Billag» fordert die Abschaffung aller Radio- und TV-Gebühren. Es gäbe nur noch kommerzielle Sender in der Schweiz. Was spricht dafür? Was spricht dagegen?",https://www.srf.ch/sendungen/arena/no-billag-ja-oder-nein
111,20170505,* Signalton *,2,Sind wir zu freizügig?,Europa wird immer EU-kritischer: In Frankreich könnte Marine Le Pen vom «Front National» Präsidentin werden – und auch in der Schweiz wird die Personenfreizügigkeit nun frontal angegriffen. Kippt die EU?,https://www.srf.ch/sendungen/arena/sind-wir-zu-freizuegig
112,20180511,* Applaus *,2,«Abstimmungs-Arena»: Vollgeld-Initiative,"Die Vollgeld-Initiative ist die komplizierteste Vorlage seit Ewigkeiten. Doch nun wird in der «Abstimmungsarena» erklärt, worum es geht – und Bundesrat Ueli Maurer tritt an gegen die Initianten. Wer soll unser Geld schöpfen? Und wer profitiert davon?",https://www.srf.ch/sendungen/arena/abstimmungs-arena-vollgeld-initiative
113,20170519,* Applaus *,2,Eine tierische «Arena»,"Am sechsten Tag schuf Gott Mensch und Landtiere. Seither haben die einen mehr Rechte als die anderen. Zumindest in der Schweiz rückt der Tierschutz aber mehr in den Fokus, wie verschiedene Initiativen zeigen. Brauchen wir mehr Rechte für Tiere?",https://www.srf.ch/sendungen/arena/eine-tierische-arena
114,20180126,* Sie sprechen durcheinander. *,2,Trump vs. WEF!,"Donald Trump und das WEF – da treffen Welten aufeinander. Wer wird das Treffen in Davos stärker prägen? Wirtschaftsbosse und Staatschefs, die auf Freihandel und Globalisierung setzen – oder Donald Trump und sein «America first»?",https://www.srf.ch/sendungen/arena/trump-vs-wef
115,20170519,* Sie sprechen durcheinander. *,2,Eine tierische «Arena»,"Am sechsten Tag schuf Gott Mensch und Landtiere. Seither haben die einen mehr Rechte als die anderen. Zumindest in der Schweiz rückt der Tierschutz aber mehr in den Fokus, wie verschiedene Initiativen zeigen. Brauchen wir mehr Rechte für Tiere?",https://www.srf.ch/sendungen/arena/eine-tierische-arena
116,20170929,* Lachen *,2,Am runden Tisch,"Ob Unternehmenssteuer oder Altersvorsorge: In der Schweiz scheitern wichtige Reformen. Wieso? Liegt das Problem bei Politikern, bei Parteien – oder bei Medien, welche Politik immer stärker boulevardisieren und personalisieren?",https://www.srf.ch/sendungen/arena/am-runden-tisch
117,20171006,* Sie sprechen durcheinander. *,2,Burka – da sehen wir schwarz!,"Die Burka gibt zu reden. In Österreich ist sie schon illegal, nun will eine Initiative ein generelles Verhüllungsverbot auch in der Schweiz in die Verfassung schreiben. Gegner der Vorlage sprechen von einem Scheinproblem: Bei uns gebe es schlicht keine Burkas. Wer hat Recht?",https://www.srf.ch/sendungen/arena/burka-da-sehen-wir-schwarz
118,20180914,* Applaus *,2,«Abstimmungs-Arena»: Fair-Food-Initiative,"Isst die Schweiz fair genug? Nein, finden die Initianten der Fair-Food-Initiative. Deshalb wollen sie mehr Lebensmittel, die umwelt- und tierfreundlich sowie unter fairen Arbeitsbedingungen hergestellt werden. Die Gegner der Vorlage warnen vor steigenden Preisen, Bürokratie und Handelskonflikten.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-fair-food-initiative
119,20180525,* Sie sprechen durcheinander. *,2,«Abstimmungs-Arena»: Geldspielgesetz,Das neue Geldspielgesetz schien beschlossene Sache – bis Jungparteien von links bis rechts das Referendum dagegen ergriffen. Bundesrätin Simonetta Sommaruga kreuzt in der «Arena» die Klingen mit den Gegnern des Gesetzes. Wovor warnen diese? Und was spricht für das neue Geldspielgesetz?,https://www.srf.ch/sendungen/arena/abstimmungs-arena-geldspielgesetz
120,20160701,* Sie sprechen durcheinander. *,2,"Zu alt, um zu leben?","Immer mehr alte Menschen haben den Wunsch, sich mit Hilfe einer Sterbehilfeorganisation das Leben nehmen zu können – auch wenn sie nicht todkrank sind. Ist das richtig und gehört auch ein selbstbestimmter Tod zum Leben? Oder führt das zu Druck auf alte Menschen, frühzeitig aus dem Leben zu scheiden?",https://www.srf.ch/sendungen/arena/zu-alt-um-zu-leben
121,20181012,* Sie sprechen durcheinander. *,2,Fahren wir die Welt an die Wand?,"Der Meeresspiegel steigt, extreme Wetterereignisse häufen sich und Gletscher schmelzen dahin. Schuld daran sei unter anderem die globale Klimaerwärmung, sagt der Weltklimarat. Um diese einzudämmen, müsse man jetzt handeln – und den CO2-Ausstoss drastisch senken. Aber geht das überhaupt?",https://www.srf.ch/sendungen/arena/fahren-wir-die-welt-an-die-wand
122,20181012,* Signalton *,2,Fahren wir die Welt an die Wand?,"Der Meeresspiegel steigt, extreme Wetterereignisse häufen sich und Gletscher schmelzen dahin. Schuld daran sei unter anderem die globale Klimaerwärmung, sagt der Weltklimarat. Um diese einzudämmen, müsse man jetzt handeln – und den CO2-Ausstoss drastisch senken. Aber geht das überhaupt?",https://www.srf.ch/sendungen/arena/fahren-wir-die-welt-an-die-wand
123,20161014,* Lachen *,2,"Jobs weg, Freiheit weg – globalisieren wir die Schweiz kaputt?",Neue globale Handelsabkommen wie TTIP sollen die Wirtschaft auf Touren bringen. Aber würden sie das wirklich – oder schaden sie eher den Konsumenten? Und: Bedrohen die neuartigen Abkommen sogar unsere Demokratie?,https://www.srf.ch/sendungen/arena/jobs-weg-freiheit-weg-globalisieren-wir-die-schweiz-kaputt
124,20181019,* Applaus *,2,«Publikumsarena»: Selbstbestimmungsinitiative,Mit der Selbstbestimmungsinitiative will die SVP die Bundesverfassung in allen Fällen über das Völkerrecht stellen. Eine Selbstverständlichkeit? Oder das Ende des «Erfolgsmodells Schweiz»? Die «Publikumsarena» sucht Antworten.,https://www.srf.ch/sendungen/arena/publikumsarena-selbstbestimmungsinitiative
125,20160930,* Signalton *,2,Rentenreform 2020: Rettung oder Reinfall?,"Die Zukunft unserer Renten – darüber debattiert der Nationalrat heftig. Wird es künftig weniger Rente geben? Oder müssen allfällige Kürzungen anderswo kompensiert werden, damit Rentner auch weiterhin gleich viel im Portemonnaie haben wie bisher?",https://www.srf.ch/sendungen/arena/rentenreform-2020-rettung-oder-reinfall
126,20160924,* Lachen *,2,«Inländervorrang light» - ist das der Volkswille?,Der Nationalrat debattierte am Mittwoch über die Umsetzung der «Masseneinwanderungsinitiative». Das Resultat: Eine Meldepflicht für offene Stellen in Zeiten von hoher Zuwanderung – ein «Inländervorrang light». Ist die Initiative der SVP damit genügend umgesetzt oder nicht?,https://www.srf.ch/sendungen/arena/inlaendervorrang-light-ist-das-der-volkswille
127,20181109,* Applaus *,2,«Abstimmungs-Arena»: Selbstbestimmungs-Initiative,Die Abstimmung über die Selbstbestimmungs-Initiative (SBI) der SVP ist die wichtigste Abstimmung seit langem – darin sind Befürworter und Gegner einig. Doch ansonsten gehen die Meinungen weit auseinander. Rettet die SBI unsere Volksrechte? Oder gefährdet sie die Schweiz?,https://www.srf.ch/sendungen/arena/abstimmungs-arena-selbstbestimmungs-initiative
128,20160531,* Sie sprechen durcheinander. *,2,Service Public – die Publikumsdebatte,"Sämtliche Parlamentarier haben gegen die Service-Public-Initiative gestimmt. Trotzdem findet die Initiative beim Volk grosse Zustimmung. Was gehört zum Service public? Wie zufrieden oder unzufrieden sind die Bürger mit Post, SBB und Swisscom? Und würde die Initiative den Service public verbessern?",https://www.srf.ch/sendungen/arena/service-public-die-publikumsdebatte
129,20161028,* Sie sprechen durcheinander. *,2,Abstimmungs-Arena: «Atomausstiegs-Initiative»,"Nach 45 Jahren Laufzeit müssen Kernkraftwerke vom Netz: Das fordern Befürworter der «Atomausstiegs-Initiative». Die ersten drei AKW sollen bereits 2017 abgeschaltet werden. Für die Gegner sind die Massnahmen zu überstürzt. Es sei nicht möglich, innerhalb eines Jahres die Kernenergie zu ersetzen.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-atomausstiegs-initiative
130,20190118,* Sie sprechen durcheinander. *,2,Die Jungen übernehmen!,"Sara (17), Luis (17) und Andrea (17) moderieren diese Woche die Arena: Während Jonas Projer für einmal in der hinteren Reihe Platz nimmt, führen sie durch die Sendung. Und diskutieren Themen, die sie bewegen: Migration, Klima und Renten.",https://www.srf.ch/sendungen/arena/die-jungen-uebernehmen
131,20160513,* Applaus *,2,Abstimmungs-Arena: Service-Public-Initiative,"Managerlöhne bei Post, SBB und Swisscom sollen gekürzt werden. Dies fordert die Service-Public-Initiative. Ausserdem dürften die bundesnahen Betriebe im Bereich der Grundversorgung keinen Gewinn mehr machen. Würde dies den Service public stärken – oder ruinieren?",https://www.srf.ch/sendungen/arena/abstimmungs-arena-service-public-initiative
132,20160429,* Sie sprechen durcheinander. *,2,Abstimmungs-Arena: Änderung Fortpflanzungsmedizin,"Darf man Embryonen, die im Reagenzglas entstehen, auf Krankheiten untersuchen? Im Grundsatz hat das Stimmvolk der PID im Juni 2015 zugestimmt. Das neue Fortpflanzungsmedizin-Gesetz geht nun aber vielen zu weit: Sie wollen, dass die PID nur Paaren mit schweren Erbkrankheiten offen steht.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-aenderung-fortpflanzungsmedizin-2
133,20160422,* Lachen *,2,Abstimmungs-Arena: Asylgesetzrevision,In einem sind sich alle einig: Lange Asylverfahren sind aufwendig und teuer. Mit der Asylgesetzrevision sollen nun die Verfahren beschleunigt werden. Die SVP ergriff letzten Herbst dagegen das Referendum. Grund: die Asylgesetzrevision setze mit sogenannten «Gratisanwälten» falsche Anreize.,https://www.srf.ch/sendungen/arena/abstimmungs-arena-asylgesetzrevision
134,20160415,* Sie sprechen durcheinander. *,2,Der Notfallplan - müssen wir uns gegen die Flüchtlinge wehren?,"Die Balkanroute ist zu, die Flüchtlingsroute übers Mittelmeer nach Italien rückt wieder in den Fokus. Österreich schliesst die Grenze – und Frankreich könnte erneut dasselbe tun. Übrig bleibt als Ziel: die Schweiz. Was erwartet uns diesen Sommer?",https://www.srf.ch/sendungen/arena/der-notfallplan-muessen-wir-uns-gegen-die-fluechtlinge-wehren
135,20160408,* Signalton *,2,Schweiz ohne Gott?,Zwei muslimische Schüler wollen ihrer Lehrerin aus religiösen Gründen die Hand nicht geben. Ist das die Spitze des Eisberges eines Integrationsproblems oder nur ein Einzelfall? Und: Hat Religion überhaupt etwas an den Schulen verloren?,https://www.srf.ch/sendungen/arena/schweiz-ohne-gott
136,20160401,* Sie sprechen durcheinander. *,2,Angst vor dem Islam,Islamistisch motivierte Anschläge wie jüngst in Brüssel führen auch in der Schweiz zu Angst vor dem Islam. Wie gehen die Muslime damit um? Und: Was hat der Islam mit den IS-Selbstmordattentätern zu tun?,https://www.srf.ch/sendungen/arena/angst-vor-dem-islam
137,20181012,* Lachen *,2,Fahren wir die Welt an die Wand?,"Der Meeresspiegel steigt, extreme Wetterereignisse häufen sich und Gletscher schmelzen dahin. Schuld daran sei unter anderem die globale Klimaerwärmung, sagt der Weltklimarat. Um diese einzudämmen, müsse man jetzt handeln – und den CO2-Ausstoss drastisch senken. Aber geht das überhaupt?",https://www.srf.ch/sendungen/arena/fahren-wir-die-welt-an-die-wand
138,20181026,* Lachen *,2,«Abstimmungs-Arena»: Überwachung Sozialversicherte,"Sollen Sozialversicherungen Detektive einsetzen können, um Missbrauch aufzudecken? Unter welchen Bedingungen und mit welchen Mitteln sollen Versicherte überwacht werden? Befürworter sagen, das neue Gesetz sei notwendig und verhältnismässig. Kritiker befürchten hingegen eine grenzenlose Überwachung.",https://www.srf.ch/sendungen/arena/abstimmungs-arena-ueberwachung-sozialversicherte
